timestamp, actor_id, actor_type, event_type, cell_x, cell_y
1659306815, 1671, player, created, 19, 6
1659306816, 1671, player, destroyed, 27, 6
1659306816, 1672, player, created, 27, 6
1659306816, 1672, player, destroyed, 27, 12
1659306816, 1673, player, created, 27, 12
1659306817, 1673, player, destroyed, 16, 4
1659306817, 1674, player, created, 16, 4
1659306817, 1674, player, destroyed, 27, 3
1659306817, 1675, player, created, 27, 3
1659306818, 1675, player, destroyed, 2, 12
1659306818, 1676, player, created, 2, 12
1659306819, 1676, player, destroyed, 10, 13
1659306819, 1677, player, created, 10, 13
1659306822, 1677, player, destroyed, 13, 3
1659306822, 1678, player, created, 13, 3
1659306822, 1678, player, destroyed, 7, 2
1659306822, 1679, player, created, 7, 2
1659306822, 1679, player, destroyed, 10, 6
1659306822, 1680, player, created, 10, 6
1659306822, 1680, player, destroyed, 16, 11
1659306822, 1681, player, created, 16, 11
1659306822, 1681, player, destroyed, 22, 7
1659306822, 1682, player, created, 22, 7
1659306823, 1682, player, destroyed, 2, 12
1659306823, 1683, player, created, 2, 12
1659306824, 1683, player, destroyed, 22, 7
1659306824, 1684, player, created, 22, 7
1659306824, 1684, player, destroyed, 19, 6
1659306824, 1685, player, created, 19, 6
1659306825, 1685, player, destroyed, 2, 6
1659306825, 1686, player, created, 2, 6
1659306826, 1686, player, destroyed, 19, 7
1659306826, 1687, player, created, 19, 7
1659306826, 1687, player, destroyed, 27, 3
1659306826, 1688, player, created, 27, 3
1659306829, 1688, player, destroyed, 2, 7
1659306829, 1689, player, created, 2, 7
1659306830, 1689, player, destroyed, 27, 10
1659306830, 1690, player, created, 27, 10
1659306830, 1690, player, destroyed, 15, 12
1659306830, 1691, player, created, 15, 12
1659306831, 1691, player, destroyed, 27, 4
1659306831, 1692, player, created, 27, 4
1659306832, 1692, player, destroyed, 10, 12
1659306832, 1693, player, created, 10, 12
1659306833, 1693, player, destroyed, 27, 9
1659306833, 1694, player, created, 27, 9
1659306833, 1694, player, destroyed, 16, 5
1659306833, 1695, player, created, 16, 5
1659306834, 1695, player, destroyed, 27, 12
1659306834, 1696, player, created, 27, 12
1659306838, 1696, player, destroyed, 2, 2
1659306838, 1697, player, created, 2, 2
1659306838, 1697, player, destroyed, 4, 2
1659306838, 1698, player, created, 4, 2
1659306839, 1698, player, destroyed, 22, 7
1659306839, 1699, player, created, 22, 7
1659306839, 1699, player, destroyed, 27, 3
1659306839, 1700, player, created, 27, 3
1659306839, 1700, player, destroyed, 13, 4
1659306839, 1701, player, created, 13, 4
1659306840, 1701, player, destroyed, 16, 5
1659306840, 1702, player, created, 16, 5
1659306841, 1702, player, destroyed, 27, 3
1659306841, 1703, player, created, 27, 3
1659306844, 1703, player, destroyed, 13, 9
1659306844, 1704, player, created, 13, 9
1659306845, 1704, player, destroyed, 7, 6
1659306845, 1705, player, created, 7, 6
1659306852, 1705, player, destroyed, 10, 12
1659306852, 1706, player, created, 10, 12
1659306852, 1706, player, destroyed, 7, 7
1659306852, 1707, player, created, 7, 7
1659306852, 1707, player, destroyed, 7, 8
1659306852, 1708, player, created, 7, 8
1659306853, 1708, player, destroyed, 2, 12
1659306853, 1709, player, created, 2, 12
1659306853, 1709, player, destroyed, 27, 11
1659306853, 1710, player, created, 27, 11
1659306854, 1710, player, destroyed, 27, 11
1659306854, 1711, player, created, 27, 11
1659306855, 1711, player, destroyed, 2, 2
1659306855, 1712, player, created, 2, 2
1659306855, 1712, player, destroyed, 13, 3
1659306855, 1713, player, created, 13, 3
1659306855, 1713, player, destroyed, 13, 4
1659306855, 1714, player, created, 13, 4
1659306855, 1714, player, destroyed, 7, 8
1659306855, 1715, player, created, 7, 8
1659306855, 1715, player, destroyed, 2, 5
1659306855, 1716, player, created, 2, 5
1659306858, 1716, player, destroyed, 27, 13
1659306858, 1717, player, created, 27, 13
1659306858, 1717, player, destroyed, 10, 12
1659306858, 1718, player, created, 10, 12
1659306859, 1718, player, destroyed, 22, 3
1659306859, 1719, player, created, 22, 3
1659306859, 1719, player, destroyed, 27, 3
1659306859, 1720, player, created, 27, 3
1659306860, 1720, player, destroyed, 2, 9
1659306860, 1721, player, created, 2, 9
1659306861, 1721, player, destroyed, 22, 6
1659306861, 1722, player, created, 22, 6
1659306861, 1722, player, destroyed, 13, 3
1659306861, 1723, player, created, 13, 3
1659306861, 1723, player, destroyed, 2, 3
1659306861, 1724, player, created, 2, 3
1659306862, 1724, player, destroyed, 13, 3
1659306862, 1725, player, created, 13, 3
1659306862, 1725, player, destroyed, 10, 13
1659306862, 1726, player, created, 10, 13
1659306862, 1726, player, destroyed, 7, 2
1659306862, 1727, player, created, 7, 2
1659306863, 1727, player, destroyed, 7, 2
1659306863, 1728, player, created, 7, 2
1659306865, 1728, player, destroyed, 27, 3
1659306865, 1729, player, created, 27, 3
1659306866, 1729, player, destroyed, 27, 6
1659306866, 1730, player, created, 27, 6
1659306867, 1730, player, destroyed, 13, 11
1659306867, 1731, player, created, 13, 11
1659306867, 1731, player, destroyed, 7, 9
1659306867, 1732, player, created, 7, 9
1659306867, 1732, player, destroyed, 16, 3
1659306867, 1733, player, created, 16, 3
1659306868, 1733, player, destroyed, 10, 12
1659306868, 1734, player, created, 10, 12
1659306868, 1734, player, destroyed, 16, 6
1659306868, 1735, player, created, 16, 6
1659306869, 1735, player, destroyed, 10, 7
1659306869, 1736, player, created, 10, 7
1659306870, 1736, player, destroyed, 7, 8
1659306870, 1737, player, created, 7, 8
1659306873, 1737, player, destroyed, 10, 12
1659306873, 1738, player, created, 10, 12
1659306875, 1738, player, destroyed, 22, 10
1659306875, 1739, player, created, 22, 10
1659306875, 1739, player, destroyed, 19, 13
1659306875, 1740, player, created, 19, 13
1659306875, 1740, player, destroyed, 19, 9
1659306875, 1741, player, created, 19, 9
1659306875, 1741, player, destroyed, 12, 6
1659306875, 1742, player, created, 12, 6
1659306875, 1742, player, destroyed, 13, 2
1659306875, 1743, player, created, 13, 2
1659306880, 1743, player, destroyed, 10, 12
1659306880, 1744, player, created, 10, 12
1659306880, 1744, player, destroyed, 22, 6
1659306880, 1745, player, created, 22, 6
1659306880, 1745, player, destroyed, 22, 9
1659306880, 1746, player, created, 22, 9
1659306881, 1746, player, destroyed, 2, 10
1659306881, 1747, player, created, 2, 10
1659306881, 1747, player, destroyed, 7, 8
1659306881, 1748, player, created, 7, 8
1659306881, 1748, player, destroyed, 7, 11
1659306881, 1749, player, created, 7, 11
1659306882, 1749, player, destroyed, 7, 8
1659306882, 1750, player, created, 7, 8
1659306882, 1750, player, destroyed, 2, 2
1659306882, 1751, player, created, 2, 2
1659306882, 1751, player, destroyed, 13, 5
1659306882, 1752, player, created, 13, 5
1659306883, 1752, player, destroyed, 17, 6
1659306883, 1753, player, created, 17, 6
1659306883, 1753, player, destroyed, 27, 10
1659306883, 1754, player, created, 27, 10
1659306883, 1754, player, destroyed, 26, 13
1659306883, 1755, player, created, 26, 13
1659306884, 1755, player, destroyed, 22, 6
1659306884, 1756, player, created, 22, 6
1659306884, 1756, player, destroyed, 19, 12
1659306884, 1757, player, created, 19, 12
1659306884, 1757, player, destroyed, 27, 9
1659306884, 1758, player, created, 27, 9
1659306887, 1758, player, destroyed, 13, 3
1659306887, 1759, player, created, 13, 3
1659306887, 1759, player, destroyed, 12, 2
1659306887, 1760, player, created, 12, 2
1659306887, 1760, player, destroyed, 7, 5
1659306887, 1761, player, created, 7, 5
1659306887, 1761, player, destroyed, 16, 6
1659306887, 1762, player, created, 16, 6
1659306888, 1762, player, destroyed, 16, 10
1659306888, 1763, player, created, 16, 10
1659306888, 1763, player, destroyed, 27, 12
1659306888, 1764, player, created, 27, 12
1659306889, 1764, player, destroyed, 2, 6
1659306889, 1765, player, created, 2, 6
1659306890, 1765, player, destroyed, 27, 6
1659306890, 1766, player, created, 27, 6
1659306890, 1766, player, destroyed, 13, 3
1659306890, 1767, player, created, 13, 3
1659306892, 1767, player, destroyed, 27, 13
1659306892, 1768, player, created, 27, 13
1659306895, 1768, player, destroyed, 27, 13
1659306895, 1769, player, created, 27, 13
1659306896, 1769, player, destroyed, 10, 12
1659306896, 1770, player, created, 10, 12
1659306896, 1770, player, destroyed, 13, 3
1659306896, 1771, player, created, 13, 3
1659306897, 1771, player, destroyed, 22, 7
1659306897, 1772, player, created, 22, 7
1659306897, 1772, player, destroyed, 10, 7
1659306897, 1773, player, created, 10, 7
1659306897, 1773, player, destroyed, 10, 13
1659306897, 1774, player, created, 10, 13
1659306898, 1774, player, destroyed, 2, 6
1659306898, 1775, player, created, 2, 6
1659306898, 1775, player, destroyed, 13, 11
1659306898, 1776, player, created, 13, 11
1659306902, 1776, player, destroyed, 2, 7
1659306902, 1777, player, created, 2, 7
1659306902, 1777, player, destroyed, 2, 13
1659306902, 1778, player, created, 2, 13
1659306902, 1778, player, destroyed, 19, 6
1659306902, 1779, player, created, 19, 6
1659306903, 1779, player, destroyed, 8, 6
1659306903, 1780, player, created, 8, 6
1659306904, 1780, player, destroyed, 22, 2
1659306904, 1781, player, created, 22, 2
1659306904, 1781, player, destroyed, 7, 2
1659306904, 1782, player, created, 7, 2
1659306905, 1782, player, destroyed, 27, 9
1659306905, 1783, player, created, 27, 9
1659306906, 1783, player, destroyed, 2, 10
1659306906, 1784, player, created, 2, 10
1659306908, 1784, player, destroyed, 27, 8
1659306908, 1785, player, created, 27, 8
1659306909, 1785, player, destroyed, 10, 8
1659306909, 1786, player, created, 10, 8
1659306909, 1786, player, destroyed, 16, 5
1659306909, 1787, player, created, 16, 5
1659306910, 1787, player, destroyed, 27, 3
1659306910, 1788, player, created, 27, 3
1659306910, 1788, player, destroyed, 27, 7
1659306910, 1789, player, created, 27, 7
1659306911, 1789, player, destroyed, 2, 7
1659306911, 1790, player, created, 2, 7
1659306911, 1790, player, destroyed, 2, 4
1659306911, 1791, player, created, 2, 4
1659306911, 1791, player, destroyed, 19, 8
1659306911, 1792, player, created, 19, 8
1659306913, 1792, player, destroyed, 7, 6
1659306913, 1793, player, created, 7, 6
1659306913, 1793, player, destroyed, 16, 5
1659306913, 1794, player, created, 16, 5
1659306916, 1794, player, destroyed, 27, 7
1659306916, 1795, player, created, 27, 7
1659306916, 1795, player, destroyed, 9, 13
1659306916, 1796, player, created, 9, 13
1659306917, 1796, player, destroyed, 22, 8
1659306917, 1797, player, created, 22, 8
1659306917, 1797, player, destroyed, 3, 2
1659306917, 1798, player, created, 3, 2
1659306918, 1798, player, destroyed, 10, 13
1659306918, 1799, player, created, 10, 13
1659306918, 1799, player, destroyed, 27, 9
1659306918, 1800, player, created, 27, 9
1659306918, 1800, player, destroyed, 27, 10
1659306918, 1801, player, created, 27, 10
1659306919, 1801, player, destroyed, 10, 7
1659306919, 1802, player, created, 10, 7
1659306919, 1802, player, destroyed, 7, 9
1659306919, 1803, player, created, 7, 9
1659306920, 1803, player, destroyed, 27, 2
1659306920, 1804, player, created, 27, 2
1659306921, 1804, player, destroyed, 7, 9
1659306921, 1805, player, created, 7, 9
1659306921, 1805, player, destroyed, 19, 7
1659306921, 1806, player, created, 19, 7
1659306924, 1806, player, destroyed, 2, 3
1659306924, 1807, player, created, 2, 3
1659306924, 1807, player, destroyed, 27, 3
1659306924, 1808, player, created, 27, 3
1659306924, 1808, player, destroyed, 21, 6
1659306924, 1809, player, created, 21, 6
1659306925, 1809, player, destroyed, 13, 6
1659306925, 1810, player, created, 13, 6
1659306926, 1810, player, destroyed, 27, 9
1659306926, 1811, player, created, 27, 9
1659306930, 1811, player, destroyed, 27, 9
1659306930, 1812, player, created, 27, 9
1659306931, 1812, player, destroyed, 16, 11
1659306931, 1813, player, created, 16, 11
1659306932, 1813, player, destroyed, 2, 3
1659306932, 1814, player, created, 2, 3
1659306932, 1814, player, destroyed, 2, 7
1659306932, 1815, player, created, 2, 7
1659306933, 1815, player, destroyed, 27, 11
1659306933, 1816, player, created, 27, 11
1659306934, 1816, player, destroyed, 14, 6
1659306934, 1817, player, created, 14, 6
1659306935, 1817, player, destroyed, 16, 5
1659306935, 1818, player, created, 16, 5
1659306939, 1818, player, destroyed, 2, 9
1659306939, 1819, player, created, 2, 9
1659306939, 1819, player, destroyed, 2, 6
1659306939, 1820, player, created, 2, 6
1659306940, 1820, player, destroyed, 7, 7
1659306940, 1821, player, created, 7, 7
1659306941, 1821, player, destroyed, 22, 2
1659306941, 1822, player, created, 22, 2
1659306941, 1822, player, destroyed, 10, 12
1659306941, 1823, player, created, 10, 12
1659306942, 1823, player, destroyed, 2, 4
1659306942, 1824, player, created, 2, 4
1659306942, 1824, player, destroyed, 16, 3
1659306942, 1825, player, created, 16, 3
1659306945, 1825, player, destroyed, 2, 12
1659306945, 1826, player, created, 2, 12
1659306946, 1826, player, destroyed, 22, 9
1659306946, 1827, player, created, 22, 9
1659306947, 1827, player, destroyed, 19, 7
1659306947, 1828, player, created, 19, 7
1659306947, 1828, player, destroyed, 7, 8
1659306947, 1829, player, created, 7, 8
1659306947, 1829, player, destroyed, 18, 12
1659306947, 1830, player, created, 18, 12
1659306948, 1830, player, destroyed, 13, 10
1659306948, 1831, player, created, 13, 10
1659306948, 1831, player, destroyed, 13, 10
1659306948, 1832, player, created, 13, 10
1659306948, 1832, player, destroyed, 7, 3
1659306948, 1833, player, created, 7, 3
1659306948, 1833, player, destroyed, 2, 9
1659306948, 1834, player, created, 2, 9
1659306948, 1834, player, destroyed, 2, 6
1659306948, 1835, player, created, 2, 6
1659306949, 1835, player, destroyed, 27, 6
1659306949, 1836, player, created, 27, 6
1659306950, 1836, player, destroyed, 15, 12
1659306950, 1837, player, created, 15, 12
1659306952, 1837, player, destroyed, 27, 12
1659306952, 1838, player, created, 27, 12
1659306953, 1838, player, destroyed, 16, 10
1659306953, 1839, player, created, 16, 10
1659306954, 1839, player, destroyed, 27, 7
1659306954, 1840, player, created, 27, 7
1659306955, 1840, player, destroyed, 27, 13
1659306955, 1841, player, created, 27, 13
1659306956, 1841, player, destroyed, 13, 4
1659306956, 1842, player, created, 13, 4
1659306956, 1842, player, destroyed, 27, 11
1659306956, 1843, player, created, 27, 11
1659306957, 1843, player, destroyed, 18, 6
1659306957, 1844, player, created, 18, 6
1659306958, 1844, player, destroyed, 26, 6
1659306958, 1845, player, created, 26, 6
1659306960, 1845, player, destroyed, 10, 12
1659306960, 1846, player, created, 10, 12
1659306960, 1846, player, destroyed, 7, 6
1659306960, 1847, player, created, 7, 6
1659306960, 1847, player, destroyed, 7, 6
1659306960, 1848, player, created, 7, 6
1659306961, 1848, player, destroyed, 16, 12
1659306961, 1849, player, created, 16, 12
1659306961, 1849, player, destroyed, 27, 12
1659306961, 1850, player, created, 27, 12
1659306961, 1850, player, destroyed, 27, 2
1659306961, 1851, player, created, 27, 2
1659306962, 1851, player, destroyed, 13, 10
1659306962, 1852, player, created, 13, 10
1659306963, 1852, player, destroyed, 7, 8
1659306963, 1853, player, created, 7, 8
1659306963, 1853, player, destroyed, 22, 7
1659306963, 1854, player, created, 22, 7
1659306963, 1854, player, destroyed, 19, 13
1659306963, 1855, player, created, 19, 13
1659306964, 1855, player, destroyed, 19, 12
1659306964, 1856, player, created, 19, 12
1659306967, 1856, player, destroyed, 27, 2
1659306967, 1857, player, created, 27, 2
1659306967, 1857, player, destroyed, 22, 3
1659306967, 1858, player, created, 22, 3
1659306967, 1858, player, destroyed, 16, 4
1659306967, 1859, player, created, 16, 4
1659306968, 1859, player, destroyed, 7, 7
1659306968, 1860, player, created, 7, 7
1659306968, 1860, player, destroyed, 10, 13
1659306968, 1861, player, created, 10, 13
1659306968, 1861, player, destroyed, 19, 12
1659306968, 1862, player, created, 19, 12
1659306969, 1862, player, destroyed, 2, 6
1659306969, 1863, player, created, 2, 6
1659306970, 1863, player, destroyed, 27, 12
1659306970, 1864, player, created, 27, 12
1659306971, 1864, player, destroyed, 15, 12
1659306971, 1865, player, created, 15, 12
1659306974, 1865, player, destroyed, 27, 3
1659306974, 1866, player, created, 27, 3
1659306974, 1866, player, destroyed, 2, 12
1659306974, 1867, player, created, 2, 12
1659306975, 1867, player, destroyed, 16, 9
1659306975, 1868, player, created, 16, 9
1659306976, 1868, player, destroyed, 2, 9
1659306976, 1869, player, created, 2, 9
1659306976, 1869, player, destroyed, 7, 9
1659306976, 1870, player, created, 7, 9
1659306977, 1870, player, destroyed, 19, 12
1659306977, 1871, player, created, 19, 12
1659306978, 1871, player, destroyed, 2, 6
1659306978, 1872, player, created, 2, 6
1659306978, 1872, player, destroyed, 7, 3
1659306978, 1873, player, created, 7, 3
1659306978, 1873, player, destroyed, 13, 10
1659306978, 1874, player, created, 13, 10
1659306978, 1874, player, destroyed, 7, 8
1659306978, 1875, player, created, 7, 8
1659306979, 1875, player, destroyed, 10, 8
1659306979, 1876, player, created, 10, 8
1659306982, 1876, player, destroyed, 2, 9
1659306982, 1877, player, created, 2, 9
1659306982, 1877, player, destroyed, 15, 6
1659306982, 1878, player, created, 15, 6
1659306982, 1878, player, destroyed, 22, 2
1659306982, 1879, player, created, 22, 2
1659306983, 1879, player, destroyed, 7, 2
1659306983, 1880, player, created, 7, 2
1659306983, 1880, player, destroyed, 10, 13
1659306983, 1881, player, created, 10, 13
1659306983, 1881, player, destroyed, 19, 12
1659306983, 1882, player, created, 19, 12
1659306984, 1882, player, destroyed, 2, 4
1659306984, 1883, player, created, 2, 4
1659306985, 1883, player, destroyed, 27, 4
1659306985, 1884, player, created, 27, 4
1659306986, 1884, player, destroyed, 2, 12
1659306986, 1885, player, created, 2, 12
1659306989, 1885, player, destroyed, 7, 9
1659306989, 1886, player, created, 7, 9
1659306989, 1886, player, destroyed, 10, 7
1659306989, 1887, player, created, 10, 7
1659306990, 1887, player, destroyed, 27, 7
1659306990, 1888, player, created, 27, 7
1659306992, 1888, player, destroyed, 13, 4
1659306992, 1889, player, created, 13, 4
1659306992, 1889, player, destroyed, 10, 12
1659306992, 1890, player, created, 10, 12
1659306993, 1890, player, destroyed, 27, 3
1659306993, 1891, player, created, 27, 3
1659306996, 1891, player, destroyed, 2, 10
1659306996, 1892, player, created, 2, 10
1659306996, 1892, player, destroyed, 2, 3
1659306996, 1893, player, created, 2, 3
1659306998, 1893, player, destroyed, 13, 6
1659306998, 1894, player, created, 13, 6
1659306999, 1894, player, destroyed, 7, 8
1659306999, 1895, player, created, 7, 8
1659306999, 1895, player, destroyed, 22, 3
1659306999, 1896, player, created, 22, 3
1659306999, 1896, player, destroyed, 27, 7
1659306999, 1897, player, created, 27, 7
1659306999, 1897, player, destroyed, 22, 3
1659306999, 1898, player, created, 22, 3
1659307000, 1898, player, destroyed, 7, 6
1659307000, 1899, player, created, 7, 6
1659307004, 1899, player, destroyed, 27, 8
1659307004, 1900, player, created, 27, 8
1659307005, 1900, player, destroyed, 7, 7
1659307005, 1901, player, created, 7, 7
1659307006, 1901, player, destroyed, 12, 6
1659307006, 1902, player, created, 12, 6
1659307006, 1902, player, destroyed, 2, 12
1659307006, 1903, player, created, 2, 12
1659307007, 1903, player, destroyed, 27, 12
1659307007, 1904, player, created, 27, 12
1659307007, 1904, player, destroyed, 2, 12
1659307007, 1905, player, created, 2, 12
1659307010, 1905, player, destroyed, 2, 7
1659307010, 1906, player, created, 2, 7
1659307011, 1906, player, destroyed, 13, 5
1659307011, 1907, player, created, 13, 5
1659307011, 1907, player, destroyed, 27, 9
1659307011, 1908, player, created, 27, 9
1659307012, 1908, player, destroyed, 2, 3
1659307012, 1909, player, created, 2, 3
1659307013, 1909, player, destroyed, 27, 12
1659307013, 1910, player, created, 27, 12
1659307013, 1910, player, destroyed, 7, 7
1659307013, 1911, player, created, 7, 7
1659307014, 1911, player, destroyed, 19, 6
1659307014, 1912, player, created, 19, 6
1659307014, 1912, player, destroyed, 2, 12
1659307014, 1913, player, created, 2, 12
1659307014, 1913, player, destroyed, 3, 13
1659307014, 1914, player, created, 3, 13
1659307014, 1914, player, destroyed, 4, 13
1659307014, 1915, player, created, 4, 13
1659307017, 1915, player, destroyed, 27, 10
1659307017, 1916, player, created, 27, 10
1659307019, 1916, player, destroyed, 16, 5
1659307019, 1917, player, created, 16, 5
1659307020, 1917, player, destroyed, 27, 10
1659307020, 1918, player, created, 27, 10
1659307020, 1918, player, destroyed, 24, 9
1659307020, 1919, player, created, 24, 9
1659307020, 1919, player, destroyed, 3, 13
1659307020, 1920, player, created, 3, 13
1659307020, 1920, player, destroyed, 10, 6
1659307020, 1921, player, created, 10, 6
1659307021, 1921, player, destroyed, 27, 8
1659307021, 1922, player, created, 27, 8
1659307022, 1922, player, destroyed, 16, 12
1659307022, 1923, player, created, 16, 12
1659307025, 1923, player, destroyed, 2, 4
1659307025, 1924, player, created, 2, 4
1659307026, 1924, player, destroyed, 27, 9
1659307026, 1925, player, created, 27, 9
1659307027, 1925, player, destroyed, 22, 7
1659307027, 1926, player, created, 22, 7
1659307027, 1926, player, destroyed, 19, 6
1659307027, 1927, player, created, 19, 6
1659307028, 1927, player, destroyed, 2, 9
1659307028, 1928, player, created, 2, 9
1659307034, 1928, player, destroyed, 2, 7
1659307034, 1929, player, created, 2, 7
1659307035, 1929, player, destroyed, 13, 5
1659307035, 1930, player, created, 13, 5
1659307037, 1930, player, destroyed, 5, 6
1659307037, 1931, player, created, 5, 6
1659307039, 1931, player, destroyed, 2, 12
1659307039, 1932, player, created, 2, 12
1659307041, 1932, player, destroyed, 13, 11
1659307041, 1933, player, created, 13, 11
1659307042, 1933, player, destroyed, 2, 12
1659307042, 1934, player, created, 2, 12
1659307042, 1934, player, destroyed, 27, 8
1659307042, 1935, player, created, 27, 8
1659307043, 1935, player, destroyed, 10, 12
1659307043, 1936, player, created, 10, 12
1659307043, 1936, player, destroyed, 22, 12
1659307043, 1937, player, created, 22, 12
1659307044, 1937, player, destroyed, 22, 10
1659307044, 1938, player, created, 22, 10
1659307046, 1938, player, destroyed, 10, 12
1659307046, 1939, player, created, 10, 12
1659307046, 1939, player, destroyed, 10, 13
1659307046, 1940, player, created, 10, 13
1659307047, 1940, player, destroyed, 13, 10
1659307047, 1941, player, created, 13, 10
1659307047, 1941, player, destroyed, 27, 3
1659307047, 1942, player, created, 27, 3
1659307048, 1942, player, destroyed, 10, 12
1659307048, 1943, player, created, 10, 12
1659307048, 1943, player, destroyed, 16, 10
1659307048, 1944, player, created, 16, 10
1659307049, 1944, player, destroyed, 27, 6
1659307049, 1945, player, created, 27, 6
1659307050, 1945, player, destroyed, 27, 3
1659307050, 1946, player, created, 27, 3
1659307050, 1946, player, destroyed, 27, 4
1659307050, 1947, player, created, 27, 4
1659307051, 1947, player, destroyed, 16, 10
1659307051, 1948, player, created, 16, 10
1659307054, 1948, player, destroyed, 3, 6
1659307054, 1949, player, created, 3, 6
1659307054, 1949, player, destroyed, 27, 11
1659307054, 1950, player, created, 27, 11
1659307055, 1950, player, destroyed, 27, 2
1659307055, 1951, player, created, 27, 2
1659307056, 1951, player, destroyed, 7, 8
1659307056, 1952, player, created, 7, 8
1659307061, 1952, player, destroyed, 2, 7
1659307061, 1953, player, created, 2, 7
1659307062, 1953, player, destroyed, 22, 12
1659307062, 1954, player, created, 22, 12
1659307063, 1954, player, destroyed, 2, 2
1659307063, 1955, player, created, 2, 2
1659307063, 1955, player, destroyed, 2, 3
1659307063, 1956, player, created, 2, 3
1659307064, 1956, player, destroyed, 22, 7
1659307064, 1957, player, created, 22, 7
1659307064, 1957, player, destroyed, 27, 9
1659307064, 1958, player, created, 27, 9
1659307065, 1958, player, destroyed, 7, 6
1659307065, 1959, player, created, 7, 6
1659307065, 1959, player, destroyed, 13, 11
1659307065, 1960, player, created, 13, 11
1659307067, 1960, player, destroyed, 13, 11
1659307067, 1961, player, created, 13, 11
1659307069, 1961, player, destroyed, 13, 4
1659307069, 1962, player, created, 13, 4
1659307069, 1962, player, destroyed, 16, 4
1659307069, 1963, player, created, 16, 4
1659307072, 1963, player, destroyed, 2, 8
1659307072, 1964, player, created, 2, 8
1659307072, 1964, player, destroyed, 19, 13
1659307072, 1965, player, created, 19, 13
1659307072, 1965, player, destroyed, 16, 11
1659307072, 1966, player, created, 16, 11
1659307075, 1966, player, destroyed, 16, 3
1659307075, 1967, player, created, 16, 3
1659307075, 1967, player, destroyed, 22, 3
1659307075, 1968, player, created, 22, 3
1659307076, 1968, player, destroyed, 2, 6
1659307076, 1969, player, created, 2, 6
1659307077, 1969, player, destroyed, 16, 10
1659307077, 1970, player, created, 16, 10
1659307077, 1970, player, destroyed, 10, 8
1659307077, 1971, player, created, 10, 8
1659307078, 1971, player, destroyed, 10, 12
1659307078, 1972, player, created, 10, 12
1659307078, 1972, player, destroyed, 27, 9
1659307078, 1973, player, created, 27, 9
1659307079, 1973, player, destroyed, 13, 10
1659307079, 1974, player, created, 13, 10
1659307080, 1974, player, destroyed, 27, 6
1659307080, 1975, player, created, 27, 6
1659307082, 1975, player, destroyed, 7, 8
1659307082, 1976, player, created, 7, 8
1659307084, 1976, player, destroyed, 22, 8
1659307084, 1977, player, created, 22, 8
1659307085, 1977, player, destroyed, 22, 2
1659307085, 1978, player, created, 22, 2
1659307085, 1978, player, destroyed, 2, 6
1659307085, 1979, player, created, 2, 6
1659307086, 1979, player, destroyed, 27, 5
1659307086, 1980, player, created, 27, 5
1659307087, 1980, player, destroyed, 27, 2
1659307087, 1981, player, created, 27, 2
1659307091, 1981, player, destroyed, 2, 7
1659307091, 1982, player, created, 2, 7
1659307092, 1982, player, destroyed, 2, 7
1659307092, 1983, player, created, 2, 7
1659307092, 1983, player, destroyed, 3, 13
1659307092, 1984, player, created, 3, 13
1659307093, 1984, player, destroyed, 27, 2
1659307093, 1985, player, created, 27, 2
1659307093, 1985, player, destroyed, 10, 13
1659307093, 1986, player, created, 10, 13
1659307094, 1986, player, destroyed, 19, 12
1659307094, 1987, player, created, 19, 12
1659307094, 1987, player, destroyed, 22, 2
1659307094, 1988, player, created, 22, 2
1659307094, 1988, player, destroyed, 21, 2
1659307094, 1989, player, created, 21, 2
1659307094, 1989, player, destroyed, 27, 2
1659307094, 1990, player, created, 27, 2
1659307097, 1990, player, destroyed, 27, 9
1659307097, 1991, player, created, 27, 9
1659307098, 1991, player, destroyed, 2, 7
1659307098, 1992, player, created, 2, 7
1659307098, 1992, player, destroyed, 16, 5
1659307098, 1993, player, created, 16, 5
1659307099, 1993, player, destroyed, 27, 9
1659307099, 1994, player, created, 27, 9
1659307100, 1994, player, destroyed, 7, 4
1659307100, 1995, player, created, 7, 4
1659307101, 1995, player, destroyed, 19, 7
1659307101, 1996, player, created, 19, 7
1659307102, 1996, player, destroyed, 16, 10
1659307102, 1997, player, created, 16, 10
1659307104, 1997, player, destroyed, 2, 3
1659307104, 1998, player, created, 2, 3
1659307106, 1998, player, destroyed, 19, 13
1659307106, 1999, player, created, 19, 13
1659307107, 1999, player, destroyed, 2, 6
1659307107, 2000, player, created, 2, 6
1659307107, 2000, player, destroyed, 4, 2
1659307107, 2001, player, created, 4, 2
1659307107, 2001, player, destroyed, 13, 3
1659307107, 2002, player, created, 13, 3
1659307107, 2002, player, destroyed, 2, 4
1659307107, 2003, player, created, 2, 4
1659307107, 2003, player, destroyed, 2, 4
1659307107, 2004, player, created, 2, 4
1659307108, 2004, player, destroyed, 13, 11
1659307108, 2005, player, created, 13, 11
1659307109, 2005, player, destroyed, 27, 2
1659307109, 2006, player, created, 27, 2
1659307112, 2006, player, destroyed, 13, 11
1659307112, 2007, player, created, 13, 11
1659307112, 2007, player, destroyed, 7, 12
1659307112, 2008, player, created, 7, 12
1659307113, 2008, player, destroyed, 2, 3
1659307113, 2009, player, created, 2, 3
1659307114, 2009, player, destroyed, 2, 12
1659307114, 2010, player, created, 2, 12
1659307114, 2010, player, destroyed, 21, 2
1659307114, 2011, player, created, 21, 2
