timestamp, actor_id, actor_type, event_type, cell_x, cell_y, genes
1663162786, 33, player, created, 13, 10, { [ ( 0.53782411748827) ( 0.83092485109575) ( -0.26119700492395) ( -0.82400066959368) ( -0.19836902953592) ( -0.038877395167198)] [ ( -0.28918206994431 0.1292056297596 -0.92057292938377 -0.22887382179707 0.7208102963325 0.7895634417621) ( 0.47339825965912 0.011702744589292 0.90674345513216 -0.983461209218 -0.83332819431098 -0.70268036627216) ( -0.99160646735936 0.57069489462268 0.0090720610286712 0.41670523454475 -0.61122147915354 0.20510278952522)] [ ( -0.56249668684939 -0.17900459944282 -0.43117029298672)]}
1663162787, 33, player, destroyed, 10, 13, { [ ( 0.53782411748827) ( 0.83092485109575) ( -0.26119700492395) ( -0.82400066959368) ( -0.19836902953592) ( -0.038877395167198)] [ ( -0.28918206994431 0.1292056297596 -0.92057292938377 -0.22887382179707 0.7208102963325 0.7895634417621) ( 0.47339825965912 0.011702744589292 0.90674345513216 -0.983461209218 -0.83332819431098 -0.70268036627216) ( -0.99160646735936 0.57069489462268 0.0090720610286712 0.41670523454475 -0.61122147915354 0.20510278952522)] [ ( -0.56249668684939 -0.17900459944282 -0.43117029298672)]}
1663162787, 34, player, created, 10, 13, { [ ( 0.28409283093996) ( 0.73685208139947) ( -0.4205856852316) ( 0.31125959383163) ( -0.56450020652905) ( -0.095628576841439)] [ ( 0.33914745729219 -0.77630387285182 -0.51172643387163 0.29814195017008 -0.94815061023705 -0.58616388845603) ( -0.22321150412884 0.79035290359725 0.087731552567676 0.67506344857509 0.94907818163559 -0.068849248902218) ( -0.81410243647413 -0.049721420157259 -0.60520138793397 0.4149311844991 -0.81099880571045 -0.64821288455429)] [ ( 0.56148139240469 -0.96454353144192 -0.509977392064)]}
1663162787, 34, player, destroyed, 16, 10, { [ ( 0.28409283093996) ( 0.73685208139947) ( -0.4205856852316) ( 0.31125959383163) ( -0.56450020652905) ( -0.095628576841439)] [ ( 0.33914745729219 -0.77630387285182 -0.51172643387163 0.29814195017008 -0.94815061023705 -0.58616388845603) ( -0.22321150412884 0.79035290359725 0.087731552567676 0.67506344857509 0.94907818163559 -0.068849248902218) ( -0.81410243647413 -0.049721420157259 -0.60520138793397 0.4149311844991 -0.81099880571045 -0.64821288455429)] [ ( 0.56148139240469 -0.96454353144192 -0.509977392064)]}
1663162787, 35, player, created, 16, 10, { [ ( 0.96951084150895) ( -0.045667408580554) ( 0.98260431762537) ( -0.65531148905978) ( -0.61377814416982) ( -0.27488633496621)] [ ( 0.63981205956386 -0.83803071699967 0.16111430212427 0.12604470082311 -0.80189916664338 -0.42721435262965) ( -0.97874574310872 0.82453103625495 0.65267393425334 0.25816810376546 0.80684430804632 0.53517188518595) ( 0.57775882498879 0.55282220982954 0.19444622628844 -0.63158974445997 0.20942980397208 -0.083333460625587)] [ ( 0.58767700718116 -0.62188964740673 0.38233685660596)]}
1663162787, 35, player, destroyed, 16, 11, { [ ( 0.96951084150895) ( -0.045667408580554) ( 0.98260431762537) ( -0.65531148905978) ( -0.61377814416982) ( -0.27488633496621)] [ ( 0.63981205956386 -0.83803071699967 0.16111430212427 0.12604470082311 -0.80189916664338 -0.42721435262965) ( -0.97874574310872 0.82453103625495 0.65267393425334 0.25816810376546 0.80684430804632 0.53517188518595) ( 0.57775882498879 0.55282220982954 0.19444622628844 -0.63158974445997 0.20942980397208 -0.083333460625587)] [ ( 0.58767700718116 -0.62188964740673 0.38233685660596)]}
1663162787, 36, player, created, 16, 11, { [ ( 0.49730098798067) ( 0.4942449916453) ( -0.30806672082244) ( -0.32574344518893) ( 0.92234753572063) ( 0.75443812757145)] [ ( 0.95558780334688 0.25410859465099 0.043614497989203 0.31669414874259 -0.81303363788342 -0.56440787062874) ( -0.24736060668826 -0.89198305384738 -0.67005747400056 0.4762617923267 0.42465948590611 -0.95877829615297) ( -0.19867986530593 0.05990520379843 -0.87962828041564 0.86797674817566 -0.8326742734917 0.72824450079781)] [ ( 0.71146514835607 0.35781696135702 -0.73762736107457)]}
1663162787, 36, player, destroyed, 16, 4, { [ ( 0.49730098798067) ( 0.4942449916453) ( -0.30806672082244) ( -0.32574344518893) ( 0.92234753572063) ( 0.75443812757145)] [ ( 0.95558780334688 0.25410859465099 0.043614497989203 0.31669414874259 -0.81303363788342 -0.56440787062874) ( -0.24736060668826 -0.89198305384738 -0.67005747400056 0.4762617923267 0.42465948590611 -0.95877829615297) ( -0.19867986530593 0.05990520379843 -0.87962828041564 0.86797674817566 -0.8326742734917 0.72824450079781)] [ ( 0.71146514835607 0.35781696135702 -0.73762736107457)]}
1663162787, 37, player, created, 16, 4, { [ ( -0.60060994617062) ( -0.25440738983121) ( -0.89689971241553) ( -0.5223267382981) ( 0.038813640755491) ( -0.13049036216477)] [ ( 0.015770174955857 -0.57877750144189 0.21296506049284 -0.56270800815815 -0.14234685208919 -0.89539536995675) ( 0.37346031305957 -0.8589354625172 -0.36582684154077 -0.090798809687789 -0.16022771345495 -0.27676330177618) ( -0.43909868300664 -0.084453206582658 -0.71635453193475 -0.31347952437169 -0.26126170232601 -0.48837489438694)] [ ( -0.11962878249147 -0.40708596860065 -0.73835075702968)]}
1663162788, 37, player, destroyed, 27, 6, { [ ( -0.60060994617062) ( -0.25440738983121) ( -0.89689971241553) ( -0.5223267382981) ( 0.038813640755491) ( -0.13049036216477)] [ ( 0.015770174955857 -0.57877750144189 0.21296506049284 -0.56270800815815 -0.14234685208919 -0.89539536995675) ( 0.37346031305957 -0.8589354625172 -0.36582684154077 -0.090798809687789 -0.16022771345495 -0.27676330177618) ( -0.43909868300664 -0.084453206582658 -0.71635453193475 -0.31347952437169 -0.26126170232601 -0.48837489438694)] [ ( -0.11962878249147 -0.40708596860065 -0.73835075702968)]}
1663162788, 38, player, created, 27, 6, { [ ( 0.52864214076802) ( -0.5971758625227) ( -0.37637606738267) ( -0.78295904638358) ( -0.36823371097975) ( -0.64632067354579)] [ ( 0.16129133348548 0.80435257837245 0.73218983561813 -0.51646410808176 0.033410332806964 0.03162079757226) ( 0.0026445838999105 -0.56022842273303 0.044200880475857 -0.79041579288227 -0.041667751792805 0.68180300986471) ( 0.88522826151125 0.86809589991263 -0.46326286071667 -0.39489379009728 -0.94892649007929 -0.032218130962238)] [ ( -0.24138114447094 0.58873300778431 0.61561414666126)]}
1663162789, 38, player, destroyed, 27, 10, { [ ( 0.52864214076802) ( -0.5971758625227) ( -0.37637606738267) ( -0.78295904638358) ( -0.36823371097975) ( -0.64632067354579)] [ ( 0.16129133348548 0.80435257837245 0.73218983561813 -0.51646410808176 0.033410332806964 0.03162079757226) ( 0.0026445838999105 -0.56022842273303 0.044200880475857 -0.79041579288227 -0.041667751792805 0.68180300986471) ( 0.88522826151125 0.86809589991263 -0.46326286071667 -0.39489379009728 -0.94892649007929 -0.032218130962238)] [ ( -0.24138114447094 0.58873300778431 0.61561414666126)]}
1663162789, 39, player, created, 27, 10, { [ ( 0.68872816790695) ( 0.066213927614578) ( -0.4283668653967) ( 0.39306686971972) ( -0.19940198911718) ( 0.47772931052033)] [ ( 0.30354112282735 -0.070554672027369 -0.31977256919381 0.74944289473288 0.33967467648827 0.81318182883407) ( 0.94531299683299 -0.69640527762064 -0.21714674347859 -0.97656264826741 0.44292792100749 -0.14526152659601) ( -0.49295537308511 0.092905801342868 -0.80894564712521 0.31775402192195 0.92163775353009 -0.44903621225167)] [ ( 0.98283256526003 0.3038061521581 -0.1053700401477)]}
1663162790, 39, player, destroyed, 10, 13, { [ ( 0.68872816790695) ( 0.066213927614578) ( -0.4283668653967) ( 0.39306686971972) ( -0.19940198911718) ( 0.47772931052033)] [ ( 0.30354112282735 -0.070554672027369 -0.31977256919381 0.74944289473288 0.33967467648827 0.81318182883407) ( 0.94531299683299 -0.69640527762064 -0.21714674347859 -0.97656264826741 0.44292792100749 -0.14526152659601) ( -0.49295537308511 0.092905801342868 -0.80894564712521 0.31775402192195 0.92163775353009 -0.44903621225167)] [ ( 0.98283256526003 0.3038061521581 -0.1053700401477)]}
1663162790, 40, player, created, 10, 13, { [ ( -0.66508283380894) ( 0.064538207018805) ( 0.56553407758668) ( 0.34252907525887) ( 0.25625248212607) ( -0.25834280942552)] [ ( -0.45103070634341 -0.8033629145877 0.21960277090106 0.33010777783814 -0.64078614704453 -0.8196665828541) ( -0.93287672159553 -0.1573145277686 -0.91177872856181 -0.91769166793265 -0.4679658784329 0.27881680830364) ( -0.16171452298197 0.58376041975515 0.5392892947242 0.44494119128275 -0.32941102479476 -0.83140692371612)] [ ( 0.10553430662997 -0.25735086866798 0.68437967777067)]}
1663162792, 40, player, destroyed, 16, 4, { [ ( -0.66508283380894) ( 0.064538207018805) ( 0.56553407758668) ( 0.34252907525887) ( 0.25625248212607) ( -0.25834280942552)] [ ( -0.45103070634341 -0.8033629145877 0.21960277090106 0.33010777783814 -0.64078614704453 -0.8196665828541) ( -0.93287672159553 -0.1573145277686 -0.91177872856181 -0.91769166793265 -0.4679658784329 0.27881680830364) ( -0.16171452298197 0.58376041975515 0.5392892947242 0.44494119128275 -0.32941102479476 -0.83140692371612)] [ ( 0.10553430662997 -0.25735086866798 0.68437967777067)]}
1663162792, 41, player, created, 16, 4, { [ ( 0.18820989111527) ( -0.76678989200092) ( 0.71701806412746) ( -0.9646547898848) ( 0.79861799955679) ( -0.2983572832538)] [ ( 0.97579217537153 -0.29125125505286 0.76190447706264 0.6261712135654 0.43312820177017 0.92806304101737) ( 0.091160317960192 0.035042312384276 -0.68278360904097 0.56952558077327 -0.88862651236129 0.75369082584746) ( -0.92787642348251 0.016307446501385 0.24509441515811 0.15391064746142 0.64035537264337 0.79106554682611)] [ ( -0.25650914110567 -0.52795955096349 0.1796059645318)]}
1663162793, 41, player, destroyed, 8, 2, { [ ( 0.18820989111527) ( -0.76678989200092) ( 0.71701806412746) ( -0.9646547898848) ( 0.79861799955679) ( -0.2983572832538)] [ ( 0.97579217537153 -0.29125125505286 0.76190447706264 0.6261712135654 0.43312820177017 0.92806304101737) ( 0.091160317960192 0.035042312384276 -0.68278360904097 0.56952558077327 -0.88862651236129 0.75369082584746) ( -0.92787642348251 0.016307446501385 0.24509441515811 0.15391064746142 0.64035537264337 0.79106554682611)] [ ( -0.25650914110567 -0.52795955096349 0.1796059645318)]}
1663162793, 42, player, created, 8, 2, { [ ( 0.42168722982909) ( -0.80233519422497) ( -0.74330024677647) ( 0.33205601749538) ( 0.079090452446601) ( -0.012386015338834)] [ ( -0.69438899367847 -0.38622725493586 -0.81269025592508 -0.052654182320009 -0.49813419924577 0.08308648769337) ( -0.65540424553655 0.83858282494532 0.11241014449025 -0.71982453706061 -0.82108897560388 -0.24227661819906) ( -0.64382248231274 0.14819364452693 0.33774645824642 -0.061942126374511 -0.84475353427703 0.73782329224205)] [ ( -0.79835769249365 -0.051076480373434 -0.21442866531304)]}
1663162793, 42, player, destroyed, 7, 6, { [ ( 0.42168722982909) ( -0.80233519422497) ( -0.74330024677647) ( 0.33205601749538) ( 0.079090452446601) ( -0.012386015338834)] [ ( -0.69438899367847 -0.38622725493586 -0.81269025592508 -0.052654182320009 -0.49813419924577 0.08308648769337) ( -0.65540424553655 0.83858282494532 0.11241014449025 -0.71982453706061 -0.82108897560388 -0.24227661819906) ( -0.64382248231274 0.14819364452693 0.33774645824642 -0.061942126374511 -0.84475353427703 0.73782329224205)] [ ( -0.79835769249365 -0.051076480373434 -0.21442866531304)]}
1663162793, 43, player, created, 7, 6, { [ ( -0.27510393852495) ( 0.46637610984053) ( -0.16685548282937) ( 0.64800441062388) ( 0.26600968614538) ( 0.95374471359921)] [ ( 0.65788215039943 -0.8882498644562 0.51962092430133 -0.71249969817978 -0.19894681294856 -0.25792516692551) ( -0.66082516405164 0.69200925840005 0.3159399281667 -0.68279545284946 -0.29409086779473 -0.32327382609467) ( -0.98554812039857 -0.038693495909599 -0.051498191143691 0.30765975835103 0.7276103725387 -0.17952633974658)] [ ( -0.3438422934027 0.84161956857843 -0.44895182028731)]}
1663162794, 43, player, destroyed, 16, 4, { [ ( -0.27510393852495) ( 0.46637610984053) ( -0.16685548282937) ( 0.64800441062388) ( 0.26600968614538) ( 0.95374471359921)] [ ( 0.65788215039943 -0.8882498644562 0.51962092430133 -0.71249969817978 -0.19894681294856 -0.25792516692551) ( -0.66082516405164 0.69200925840005 0.3159399281667 -0.68279545284946 -0.29409086779473 -0.32327382609467) ( -0.98554812039857 -0.038693495909599 -0.051498191143691 0.30765975835103 0.7276103725387 -0.17952633974658)] [ ( -0.3438422934027 0.84161956857843 -0.44895182028731)]}
1663162794, 44, player, created, 16, 4, { [ ( -0.22216527906165) ( -0.45166552810011) ( -0.98434018270337) ( 0.37054824377562) ( 0.42897840486136) ( -0.31688897712913)] [ ( -0.92522284708342 0.043398443423476 0.92228107669414 0.99908185258248 -0.30022681881048 0.11404897190465) ( -0.17456394669738 -0.84481012291208 -0.62159349039704 -0.18166195499003 0.95643327697149 0.96190357274154) ( 0.41354093618379 0.55020412311364 -0.44057754502551 -0.3339149386342 0.410367896656 0.42938581807746)] [ ( -0.3604746320179 -0.98594998609276 0.16356339254445)]}
1663162794, 44, player, destroyed, 7, 3, { [ ( -0.22216527906165) ( -0.45166552810011) ( -0.98434018270337) ( 0.37054824377562) ( 0.42897840486136) ( -0.31688897712913)] [ ( -0.92522284708342 0.043398443423476 0.92228107669414 0.99908185258248 -0.30022681881048 0.11404897190465) ( -0.17456394669738 -0.84481012291208 -0.62159349039704 -0.18166195499003 0.95643327697149 0.96190357274154) ( 0.41354093618379 0.55020412311364 -0.44057754502551 -0.3339149386342 0.410367896656 0.42938581807746)] [ ( -0.3604746320179 -0.98594998609276 0.16356339254445)]}
1663162794, 45, player, created, 7, 3, { [ ( 0.66806340628218) ( 0.55503263054082) ( 0.72378926921863) ( 0.15238141675471) ( -0.11365679882732) ( -0.32448084233401)] [ ( 0.68974800881847 -0.54336199069674 -0.34798907779104 0.047846059668445 -0.54045834460108 0.53688265621573) ( 0.051020987433261 0.63573304682336 0.8245833978794 -0.59344355739045 -0.55040694935974 0.012058546287196) ( 0.74521934007592 -0.40041034366132 0.44906638355929 0.14383479582354 -0.5373934505013 0.1450841474806)] [ ( 0.44180522006016 0.34781400308529 -0.42603563802776)]}
1663162794, 45, player, destroyed, 10, 7, { [ ( 0.66806340628218) ( 0.55503263054082) ( 0.72378926921863) ( 0.15238141675471) ( -0.11365679882732) ( -0.32448084233401)] [ ( 0.68974800881847 -0.54336199069674 -0.34798907779104 0.047846059668445 -0.54045834460108 0.53688265621573) ( 0.051020987433261 0.63573304682336 0.8245833978794 -0.59344355739045 -0.55040694935974 0.012058546287196) ( 0.74521934007592 -0.40041034366132 0.44906638355929 0.14383479582354 -0.5373934505013 0.1450841474806)] [ ( 0.44180522006016 0.34781400308529 -0.42603563802776)]}
1663162794, 46, player, created, 10, 7, { [ ( 0.53024982465259) ( -0.93311378794318) ( -0.38271332547044) ( -0.68262480229076) ( 0.99779849524891) ( -0.89621247060427)] [ ( 0.91782774515575 0.8195502072316 -0.87857845794431 -0.99030925826224 -0.73266744136557 -0.36426030653622) ( 0.88128552813852 0.83498123293851 0.2887498409691 0.28033788795784 0.85702411152165 -0.78275481921272) ( 0.27458882346595 -0.90168236459058 0.1918550118086 -0.28393203572841 -0.29055103962142 -0.59377759396804)] [ ( 0.78931077900001 0.77026192789311 0.45249147954924)]}
1663162794, 46, player, destroyed, 19, 7, { [ ( 0.53024982465259) ( -0.93311378794318) ( -0.38271332547044) ( -0.68262480229076) ( 0.99779849524891) ( -0.89621247060427)] [ ( 0.91782774515575 0.8195502072316 -0.87857845794431 -0.99030925826224 -0.73266744136557 -0.36426030653622) ( 0.88128552813852 0.83498123293851 0.2887498409691 0.28033788795784 0.85702411152165 -0.78275481921272) ( 0.27458882346595 -0.90168236459058 0.1918550118086 -0.28393203572841 -0.29055103962142 -0.59377759396804)] [ ( 0.78931077900001 0.77026192789311 0.45249147954924)]}
1663162794, 47, player, created, 19, 7, { [ ( 0.76148575020291) ( 0.77644277277775) ( 0.41836266502036) ( -0.43226887893403) ( -0.17111333265311) ( -0.25960686377783)] [ ( 0.24721443274102 -0.0054427544973326 0.70245732297506 -0.40285037016436 -0.90758507851533 -0.75130693598832) ( 0.8969031347136 0.35488158239865 0.29093356964388 0.71263304777327 0.44623581051147 0.09649920751352) ( -0.86527765509144 -0.38359657292701 0.14448141386951 -0.38955671763205 -0.30415034811931 0.51498360451005)] [ ( -0.5435748737641 -0.064646701856767 -0.91258379538857)]}
1663162795, 47, player, destroyed, 22, 6, { [ ( 0.76148575020291) ( 0.77644277277775) ( 0.41836266502036) ( -0.43226887893403) ( -0.17111333265311) ( -0.25960686377783)] [ ( 0.24721443274102 -0.0054427544973326 0.70245732297506 -0.40285037016436 -0.90758507851533 -0.75130693598832) ( 0.8969031347136 0.35488158239865 0.29093356964388 0.71263304777327 0.44623581051147 0.09649920751352) ( -0.86527765509144 -0.38359657292701 0.14448141386951 -0.38955671763205 -0.30415034811931 0.51498360451005)] [ ( -0.5435748737641 -0.064646701856767 -0.91258379538857)]}
1663162795, 48, player, created, 22, 6, { [ ( -0.49114351074586) ( -0.58306689214683) ( -0.37643639166436) ( 0.17646497736713) ( 0.54788601950197) ( -0.94611471425854)] [ ( -0.61917280197671 -0.90160529769275 0.10319760301868 -0.62931345307984 0.13654214637976 -0.1064532073741) ( 0.6666731950583 -0.54089647131727 0.17960090818197 0.53430606415747 -0.38758773982135 0.79095398357437) ( 0.88553209836813 -0.92237309826915 -0.89749220070678 0.047538667307169 -0.21153330093262 0.37654962006885)] [ ( 0.46085829853564 0.2403792868025 0.73759989766455)]}
1663162795, 48, player, destroyed, 7, 6, { [ ( -0.49114351074586) ( -0.58306689214683) ( -0.37643639166436) ( 0.17646497736713) ( 0.54788601950197) ( -0.94611471425854)] [ ( -0.61917280197671 -0.90160529769275 0.10319760301868 -0.62931345307984 0.13654214637976 -0.1064532073741) ( 0.6666731950583 -0.54089647131727 0.17960090818197 0.53430606415747 -0.38758773982135 0.79095398357437) ( 0.88553209836813 -0.92237309826915 -0.89749220070678 0.047538667307169 -0.21153330093262 0.37654962006885)] [ ( 0.46085829853564 0.2403792868025 0.73759989766455)]}
1663162795, 49, player, created, 7, 6, { [ ( -0.61661712455728) ( -0.78429512345051) ( -0.80237085737342) ( -0.99181262826992) ( 0.29517650708585) ( 0.058442153436778)] [ ( -0.30221736429605 -0.34319024773167 0.38844425681948 0.16185357886976 -0.26327540918782 -0.78293715835477) ( 0.17462071999719 0.57320413322805 -0.25629902861933 0.30335594678137 -0.6838185250627 0.82905175645376) ( 0.5428960927523 0.74971904621454 -0.15716474873363 0.41036996609831 -0.76166477158658 -0.29609786389706)] [ ( -0.12212504549195 0.041610799606509 -0.40953022854215)]}
1663162797, 49, player, destroyed, 7, 4, { [ ( -0.61661712455728) ( -0.78429512345051) ( -0.80237085737342) ( -0.99181262826992) ( 0.29517650708585) ( 0.058442153436778)] [ ( -0.30221736429605 -0.34319024773167 0.38844425681948 0.16185357886976 -0.26327540918782 -0.78293715835477) ( 0.17462071999719 0.57320413322805 -0.25629902861933 0.30335594678137 -0.6838185250627 0.82905175645376) ( 0.5428960927523 0.74971904621454 -0.15716474873363 0.41036996609831 -0.76166477158658 -0.29609786389706)] [ ( -0.12212504549195 0.041610799606509 -0.40953022854215)]}
1663162797, 50, player, created, 7, 4, { [ ( -0.25608228236039) ( 0.79353507144146) ( -0.6816422662537) ( -0.64238296670796) ( 0.52365878073645) ( -0.43363245615741)] [ ( -0.57069770631903 -0.26052549890477 -0.33053020191813 0.63203789357609 -0.13502309947382 -0.96875228152402) ( 0.58882374127447 -0.95909521831865 -0.3585756656104 0.72110733008154 0.010112632083221 -0.20693383414321) ( -0.4428802305299 0.44228261842394 0.92356208519389 0.13182591534211 -0.86263094224798 0.35284801253288)] [ ( -0.80493287681204 -0.07764441172625 0.9958559429063)]}
1663162799, 50, player, destroyed, 10, 7, { [ ( -0.25608228236039) ( 0.79353507144146) ( -0.6816422662537) ( -0.64238296670796) ( 0.52365878073645) ( -0.43363245615741)] [ ( -0.57069770631903 -0.26052549890477 -0.33053020191813 0.63203789357609 -0.13502309947382 -0.96875228152402) ( 0.58882374127447 -0.95909521831865 -0.3585756656104 0.72110733008154 0.010112632083221 -0.20693383414321) ( -0.4428802305299 0.44228261842394 0.92356208519389 0.13182591534211 -0.86263094224798 0.35284801253288)] [ ( -0.80493287681204 -0.07764441172625 0.9958559429063)]}
1663162799, 51, player, created, 10, 7, { [ ( 0.23625368113896) ( 0.79649432008107) ( -0.43495897117573) ( 0.85191213835334) ( -0.364368338559) ( -0.19910461404665)] [ ( 0.43169674317887 0.97103927542185 -0.48228016257608 0.72567723286735 -0.86475233906393 -0.065213172920928) ( -0.19762655283339 0.80376074499532 -0.99302187927189 -0.24290254587985 0.73886193201004 0.88767262408816) ( -0.74039087026651 -0.30020719774038 -0.98448794956974 -0.2374861450336 -0.30645278351221 0.37071733106354)] [ ( 0.0019750483550083 0.62874847839396 0.81953436499602)]}
1663162801, 51, player, destroyed, 27, 4, { [ ( 0.23625368113896) ( 0.79649432008107) ( -0.43495897117573) ( 0.85191213835334) ( -0.364368338559) ( -0.19910461404665)] [ ( 0.43169674317887 0.97103927542185 -0.48228016257608 0.72567723286735 -0.86475233906393 -0.065213172920928) ( -0.19762655283339 0.80376074499532 -0.99302187927189 -0.24290254587985 0.73886193201004 0.88767262408816) ( -0.74039087026651 -0.30020719774038 -0.98448794956974 -0.2374861450336 -0.30645278351221 0.37071733106354)] [ ( 0.0019750483550083 0.62874847839396 0.81953436499602)]}
1663162801, 52, player, created, 27, 4, { [ ( -0.028650948413634) ( 0.27265357975476) ( -0.34311775766676) ( 0.760044559003) ( -0.54337076369915) ( -0.51151601344543)] [ ( 0.046153736466104 0.0091225750344428 0.58509667048696 0.10257453778442 0.99133869314955 0.28849579835079) ( 0.54176756809355 -0.010183283283898 0.1616201628943 -0.17116334104994 0.54413182808469 0.90931717345188) ( -0.42869212584435 -0.22186106769416 -0.010704294356503 -0.57249220424506 0.72851277225471 -0.26229934325288)] [ ( -0.56750596939864 -0.19569130194718 -0.48402448232305)]}
1663162801, 52, player, destroyed, 27, 4, { [ ( -0.028650948413634) ( 0.27265357975476) ( -0.34311775766676) ( 0.760044559003) ( -0.54337076369915) ( -0.51151601344543)] [ ( 0.046153736466104 0.0091225750344428 0.58509667048696 0.10257453778442 0.99133869314955 0.28849579835079) ( 0.54176756809355 -0.010183283283898 0.1616201628943 -0.17116334104994 0.54413182808469 0.90931717345188) ( -0.42869212584435 -0.22186106769416 -0.010704294356503 -0.57249220424506 0.72851277225471 -0.26229934325288)] [ ( -0.56750596939864 -0.19569130194718 -0.48402448232305)]}
1663162801, 53, player, created, 27, 4, { [ ( -0.82873576167854) ( -0.36664436930171) ( 0.46675239189488) ( 0.35969786845293) ( 0.21371991962044) ( 0.84538368045757)] [ ( 0.2935594571444 -0.049525034934465 -0.84569130176997 -0.088179645864666 0.23396594660262 0.37870290078416) ( -0.49110842223968 0.22961694107699 0.60194476628696 0.46090461420137 -0.12680764594386 -0.95330866980213) ( -0.40936738075931 0.55864821469091 0.48130402383583 -0.415290024071 0.19693799002391 0.33771578480323)] [ ( -0.14939667163026 0.39924486603635 -0.93985832823925)]}
1663162802, 53, player, destroyed, 27, 9, { [ ( -0.82873576167854) ( -0.36664436930171) ( 0.46675239189488) ( 0.35969786845293) ( 0.21371991962044) ( 0.84538368045757)] [ ( 0.2935594571444 -0.049525034934465 -0.84569130176997 -0.088179645864666 0.23396594660262 0.37870290078416) ( -0.49110842223968 0.22961694107699 0.60194476628696 0.46090461420137 -0.12680764594386 -0.95330866980213) ( -0.40936738075931 0.55864821469091 0.48130402383583 -0.415290024071 0.19693799002391 0.33771578480323)] [ ( -0.14939667163026 0.39924486603635 -0.93985832823925)]}
1663162802, 54, player, created, 27, 9, { [ ( 0.27841057626918) ( -0.059177271860279) ( -0.77448322571697) ( 0.71896854321519) ( 0.78434497250515) ( -0.74892698380347)] [ ( -0.58858791779065 0.79445290432284 -0.70374470113035 0.85482503152918 -0.30546700291836 0.95256292022632) ( 0.61026474473357 0.74053543930463 -0.58674808975251 -0.73339444260514 -0.015047154980064 -0.71443840509616) ( 0.23132016317603 -0.13535259651592 -0.60659559758302 -0.70999045459346 0.29429726763395 -0.46817630209375)] [ ( -0.93789861767886 -0.76325415396448 -0.81962458528093)]}
1663162803, 54, player, destroyed, 2, 6, { [ ( 0.27841057626918) ( -0.059177271860279) ( -0.77448322571697) ( 0.71896854321519) ( 0.78434497250515) ( -0.74892698380347)] [ ( -0.58858791779065 0.79445290432284 -0.70374470113035 0.85482503152918 -0.30546700291836 0.95256292022632) ( 0.61026474473357 0.74053543930463 -0.58674808975251 -0.73339444260514 -0.015047154980064 -0.71443840509616) ( 0.23132016317603 -0.13535259651592 -0.60659559758302 -0.70999045459346 0.29429726763395 -0.46817630209375)] [ ( -0.93789861767886 -0.76325415396448 -0.81962458528093)]}
1663162803, 55, player, created, 2, 6, { [ ( 0.7297237044243) ( 0.49735312678011) ( -0.27623393468099) ( -0.1040967589688) ( -0.5812854137477) ( 0.38723803545419)] [ ( 0.073953019095432 -0.0687089964482 0.71386120624926 -0.02923918046537 -0.48774099852996 -0.019373185161538) ( 0.87498628390597 0.14569119973971 -0.87201176164413 -0.25422888376411 0.91653482190812 0.77941902971647) ( 0.042610310388811 -0.58466773827063 0.61350752044865 0.53462875030867 -0.24290425800278 0.97070485092845)] [ ( 0.78821770587887 0.46835214542348 0.54405728587635)]}
1663162805, 55, player, destroyed, 19, 12, { [ ( 0.7297237044243) ( 0.49735312678011) ( -0.27623393468099) ( -0.1040967589688) ( -0.5812854137477) ( 0.38723803545419)] [ ( 0.073953019095432 -0.0687089964482 0.71386120624926 -0.02923918046537 -0.48774099852996 -0.019373185161538) ( 0.87498628390597 0.14569119973971 -0.87201176164413 -0.25422888376411 0.91653482190812 0.77941902971647) ( 0.042610310388811 -0.58466773827063 0.61350752044865 0.53462875030867 -0.24290425800278 0.97070485092845)] [ ( 0.78821770587887 0.46835214542348 0.54405728587635)]}
1663162805, 56, player, created, 19, 12, { [ ( -0.92335129825849) ( 0.062492451923776) ( -0.63363660583102) ( -0.33344368915502) ( 0.043329194664213) ( -0.79017178385336)] [ ( -0.71034921782197 0.7722452811771 -0.84321950427669 0.40125367391112 0.81114521007673 -0.047329571600101) ( 0.10894866632123 -0.72389277729046 0.68279900590595 0.49979713223363 0.75632121254529 0.49247392850566) ( -0.80979580492637 0.85912123091063 0.5136895973847 -0.95396561630399 -0.087862298199994 -0.44667061194918)] [ ( -0.28327781169297 -0.5379466095535 0.58745491925545)]}
1663162805, 56, player, destroyed, 13, 10, { [ ( -0.92335129825849) ( 0.062492451923776) ( -0.63363660583102) ( -0.33344368915502) ( 0.043329194664213) ( -0.79017178385336)] [ ( -0.71034921782197 0.7722452811771 -0.84321950427669 0.40125367391112 0.81114521007673 -0.047329571600101) ( 0.10894866632123 -0.72389277729046 0.68279900590595 0.49979713223363 0.75632121254529 0.49247392850566) ( -0.80979580492637 0.85912123091063 0.5136895973847 -0.95396561630399 -0.087862298199994 -0.44667061194918)] [ ( -0.28327781169297 -0.5379466095535 0.58745491925545)]}
